filename,y_pred_Enlarged Cardiomediastinum,y_true_Enlarged Cardiomediastinum,y_pred_Cardiomegaly,y_true_Cardiomegaly,y_pred_Lung Opacity,y_true_Lung Opacity,y_pred_Lung Lesion,y_true_Lung Lesion,y_pred_Edema,y_true_Edema,y_pred_Consolidation,y_true_Consolidation,y_pred_Pneumonia,y_true_Pneumonia,y_pred_Atelectasis,y_true_Atelectasis,y_pred_Pneumothorax,y_true_Pneumothorax,y_pred_Pleural Effusion,y_true_Pleural Effusion,y_pred_Pleural Other,y_true_Pleural Other,y_pred_Fracture,y_true_Fracture,y_pred_Support Devices,y_true_Support Devices,y_pred_No Finding,y_true_No Finding
02aa804e-bde0afdd-112c0b34-7bc16630-4e384014.jpg,0.5368031859397888,0,0.5328660011291504,0,0.5785260200500488,0,0.5721215605735779,0,0.5737743973731995,0,0.5387570858001709,0,0.5495067834854126,0,0.5560450553894043,0,0.5125254392623901,0,0.5255532264709473,0,0.0,0,0.6084904670715332,0,0.0,0,0.3915095329284668,1
2a2277a9-b0ded155-c0de8eb9-c124d10e-82c5caab.jpg,0.5238829255104065,0,0.5099433064460754,0,0.5454800128936768,0,0.5435389876365662,0,0.5183502435684204,0,0.5184615254402161,0,0.5188890695571899,0,0.5408704280853271,0,0.5215510129928589,0,0.5187238454818726,0,0.0,0,0.6177495718002319,0,0.0,0,0.382250428199768,1
68b5c4b1-227d0485-9cc38c3f-7b84ab51-4b472714.jpg,0.5548033714294434,0,0.5189099907875061,0,0.5795338153839111,0,0.5460880994796753,0,0.5384531021118164,0,0.5208863615989685,0,0.5221551060676575,0,0.5624257326126099,0,0.5190639495849609,0,0.5450544953346252,0,0.0,0,0.5899437069892883,0,0.0,0,0.4100562930107116,1
ea030e7a-2e3b1346-bc518786-7a8fd698-f673b44c.jpg,0.5286025404930115,0,0.5159785151481628,0,0.5622518062591553,0,0.5629500150680542,0,0.5282948017120361,0,0.5142120718955994,0,0.533369779586792,0,0.565954327583313,0,0.5087476968765259,0,0.5198529362678528,0,0.0,0,0.598304033279419,0,0.0,0,0.401695966720581,1
0c4eb1e1-b801903c-bcebe8a4-3da9cd3c-3b94a27c.jpg,0.6346423625946045,0,0.6312524676322937,0,0.6755051612854004,0,0.6394544243812561,0,0.6521618366241455,0,0.6470440030097961,0,0.629949688911438,0,0.673332154750824,0,0.5663648843765259,0,0.6622641086578369,0,0.0,0,0.6628046631813049,0,0.0,0,0.3244948387145996,1
8959e402-2175d68d-edba5a6c-baab51c3-9359f700.jpg,0.6796996593475342,0,0.7050815224647522,0,0.7146202921867371,0,0.6801224946975708,0,0.6737473011016846,0,0.6903164982795715,0,0.6484489440917969,0,0.7091829776763916,0,0.5734218955039978,0,0.7089560627937317,0,0.0,0,0.6929730176925659,0,0.0,0,0.2853797078132629,1
d0b71acc-b5a62046-bbb5f6b8-7b173b85-65cdf738.jpg,0.6843165159225464,0,0.7239286303520203,0,0.7183414697647095,0,0.673526406288147,0,0.6705333590507507,0,0.6905947327613831,0,0.6574885845184326,1,0.7132725119590759,0,0.5207971334457397,0,0.7182554602622986,1,0.0,0,0.6336276531219482,0,0.0,0,0.2760713696479797,0
3be619d1-506a66cf-ff1ab8a1-2efb77bb-fe7d59fc.jpg,0.6353623270988464,0,0.5880661010742188,0,0.6618393063545227,1,0.6281751990318298,0,0.6676697731018066,0,0.6459139585494995,0,0.6274639368057251,0,0.6542815566062927,0,0.5717441439628601,0,0.6595757603645325,0,0.0,0,0.6508166790008545,0,0.0,0,0.3323302268981933,0
6a5c3985-7764bdd0-ec5a6a74-af78bcaa-4ca33ec3.jpg,0.6411846876144409,0,0.5672072768211365,0,0.6400492787361145,0,0.520964503288269,0,0.6534315347671509,0,0.6288504600524902,0,0.5241199135780334,0,0.6503716707229614,0,0.5601679682731628,0,0.6459907293319702,0,0.0,0,0.637624979019165,0,0.0,0,0.3465684652328491,1
8e3f2822-0c1d4b71-2a265bbf-5b96e531-ccf5fa30.jpg,0.5309354662895203,0,0.5625964403152466,0,0.5937028527259827,1,0.5261746644973755,1,0.6038580536842346,0,0.5773226618766785,0,0.5661143660545349,0,0.6203887462615967,0,0.5077911615371704,0,0.5567034482955933,0,0.0,0,0.5444384217262268,0,0.0,0,0.3796112537384033,0
88498b37-c21dc7ba-bc202800-b517a62d-f7ac5bcf.jpg,0.596415638923645,0,0.6284343600273132,0,0.6987923383712769,0,0.5864542722702026,0,0.6860432028770447,0,0.6701856255531311,0,0.6335259675979614,0,0.6904159784317017,0,0.5345717072486877,0,0.7080897092819214,0,0.0,0,0.5985047817230225,0,0.0,0,0.2919102907180786,0
6ad03ed1-97ee17ee-9cf8b320-f7011003-cd93b42d.jpg,0.5633083581924438,0,0.5293200016021729,0,0.5983707308769226,0,0.5419178605079651,0,0.5689365863800049,0,0.533829391002655,0,0.5340916514396667,0,0.600473165512085,0,0.5206114649772644,0,0.5315002799034119,0,0.0,0,0.6229709386825562,0,0.0,0,0.3770290613174438,0
943486a3-b3fa9ff7-50f5a769-7a62fcbb-f39b6da4.jpg,0.6253281831741333,0,0.6520611047744751,0,0.6983298659324646,0,0.5648356676101685,1,0.6591222286224365,0,0.6698370575904846,0,0.629551887512207,1,0.6905853748321533,0,0.5363973379135132,0,0.7025937438011169,0,0.0,0,0.6287022233009338,0,0.0,0,0.297406256198883,0
96f9a77c-59b47dfb-0cac64db-6538421a-a6b135e2.jpg,0.6384455561637878,0,0.6348323822021484,0,0.6756112575531006,0,0.6362649202346802,0,0.6563066244125366,0,0.6347007155418396,0,0.6274468898773193,0,0.6711398363113403,0,0.5884109139442444,0,0.6512740850448608,0,0.0,0,0.6564582586288452,0,0.0,0,0.3243887424468994,1
