filename,y_pred_Enlarged Cardiomediastinum,y_true_Enlarged Cardiomediastinum,y_pred_Cardiomegaly,y_true_Cardiomegaly,y_pred_Lung Opacity,y_true_Lung Opacity,y_pred_Lung Lesion,y_true_Lung Lesion,y_pred_Edema,y_true_Edema,y_pred_Consolidation,y_true_Consolidation,y_pred_Pneumonia,y_true_Pneumonia,y_pred_Atelectasis,y_true_Atelectasis,y_pred_Pneumothorax,y_true_Pneumothorax,y_pred_Pleural Effusion,y_true_Pleural Effusion,y_pred_Pleural Other,y_true_Pleural Other,y_pred_Fracture,y_true_Fracture,y_pred_Support Devices,y_true_Support Devices,y_pred_No Finding,y_true_No Finding
02aa804e-bde0afdd-112c0b34-7bc16630-4e384014.jpg,0.5368031859397888,0,0.5328660011291504,0,0.5785260200500488,0,0.5721215605735779,0,0.5737743973731995,0,0.5387570858001709,0,0.5495067834854126,0,0.5560450553894043,0,0.5125254392623901,0,0.5255532264709473,0,0.0,0,0.6084904670715332,0,0.0,0,0.3915095329284668,1
6ad819bb-bae74eb9-7b663e90-b8deabd7-57f8054a.jpg,0.6436287760734558,0,0.6603527665138245,0,0.6724818348884583,0,0.5380985140800476,0,0.666510820388794,1,0.6291161179542542,0,0.5709966421127319,0,0.670785129070282,0,0.531013548374176,0,0.655788004398346,0,0.0,0,0.6183900237083435,0,0.0,0,0.3275181651115417,0
a75a1fbe-802065ad-717eb7c1-e2ce3552-646276a6.jpg,0.5628350973129272,0,0.5911881327629089,0,0.6067858338356018,0,0.5076026320457458,0,0.6365930438041687,0,0.5784133672714233,0,0.5333881974220276,0,0.6247366666793823,0,0.5070058107376099,0,0.5745856761932373,0,0.0,0,0.5201415419578552,0,0.0,0,0.3634069561958313,1
5aa15ba6-55f5e96e-39cea686-7c3b28b2-b8c97a88.jpg,0.6239092350006104,0,0.5883856415748596,0,0.6114886999130249,0,0.5087815523147583,0,0.6436998844146729,0,0.568060040473938,0,0.5194511413574219,0,0.6280220150947571,0,0.5122301578521729,0,0.5788158774375916,1,0.0,0,0.5442240834236145,0,0.0,0,0.3563001155853271,0
57a3c797-7272b246-fa226777-e4c7d84c-91ec2e96.jpg,0.6916189789772034,0,0.7089457511901855,0,0.7073656320571899,0,0.6842364072799683,0,0.6772977709770203,0,0.6731465458869934,0,0.6446797847747803,0,0.7009771466255188,0,0.5882358551025391,0,0.7024379372596741,1,0.0,0,0.6891995668411255,0,0.0,0,0.2910542488098144,0
19e55bee-714bb193-0968d683-5bf655a5-7b5caba9.jpg,0.5927113890647888,0,0.6280937790870667,0,0.6805419921875,0,0.5666118264198303,0,0.6667463779449463,0,0.6313068270683289,0,0.6292930841445923,0,0.673597514629364,0,0.5249077677726746,0,0.6432831883430481,0,0.0,0,0.5633265972137451,0,0.0,0,0.3194580078125,1
0c27f551-2cc6bf3e-a2e2cabd-97973771-40f1e6ce.jpg,0.5809279680252075,0,0.5993328094482422,0,0.5727436542510986,0,0.5184202790260315,0,0.592062771320343,0,0.5302603244781494,0,0.5280203819274902,0,0.5851659774780273,0,0.5138220191001892,0,0.5408773422241211,0,0.0,0,0.5382270812988281,0,0.0,0,0.4006671905517578,1
9ca8f84e-92fac212-e60ac49d-01779362-caa16791.jpg,0.5506872534751892,0,0.6028468608856201,0,0.5722163319587708,0,0.5092752575874329,0,0.6386104226112366,0,0.5520473122596741,0,0.5297977924346924,0,0.5816500186920166,0,0.5204166769981384,0,0.5415496826171875,0,0.0,0,0.5396979451179504,0,0.0,0,0.3613895773887634,1
75a4feeb-09da971a-8852f2d6-5eb13992-42d9a50c.jpg,0.6384629011154175,0,0.6577132344245911,0,0.6854660511016846,0,0.5206188559532166,0,0.6521877646446228,0,0.6569880843162537,0,0.5770151615142822,0,0.6800170540809631,0,0.5243332386016846,0,0.6996737718582153,0,0.0,0,0.5779687762260437,0,0.0,0,0.3003262281417846,1
3bea0373-0d10dd77-1cac5b90-651be924-d343b184.jpg,0.6288683414459229,0,0.6542307734489441,0,0.6929869055747986,0,0.6127108931541443,0,0.6785462498664856,0,0.6499912738800049,0,0.6325349807739258,1,0.678580641746521,0,0.5600696802139282,0,0.6930187344551086,1,0.0,0,0.6232650279998779,0,0.0,0,0.3069812655448913,0
08ee3bce-a3ed7087-0af8769d-de0d3535-1318d234.jpg,0.6060341000556946,0,0.634335994720459,0,0.7070916891098022,0,0.6300076842308044,0,0.6789116859436035,0,0.6705533266067505,0,0.6525095701217651,0,0.6957578659057617,0,0.6152067184448242,0,0.7088910341262817,1,0.0,0,0.6289189457893372,0,0.0,1,0.2911089658737182,0
d999236f-95dcb8b7-a4d20a3f-be538f50-ce13a08e.jpg,0.6629390716552734,0,0.7030771970748901,0,0.7154554128646851,0,0.6465762853622437,0,0.7088159322738647,0,0.681855320930481,0,0.6529407501220703,0,0.7052232623100281,0,0.6026129722595215,0,0.7151514291763306,1,0.0,0,0.6424634456634521,0,0.0,0,0.2845445871353149,0
